Distance_km,Ia,Ib,Ic,Fault_Type
36.0000,283.5101,0.0042,0.0042,1.0000
36.0100,283.4333,0.0042,0.0042,1.0000
36.0200,283.3565,0.0042,0.0042,1.0000
36.0300,283.2798,0.0042,0.0042,1.0000
36.0400,283.2032,0.0042,0.0042,1.0000
36.0500,283.1265,0.0042,0.0042,1.0000
36.0600,283.0499,0.0042,0.0042,1.0000
36.0700,282.9734,0.0042,0.0042,1.0000
36.0800,282.8969,0.0041,0.0041,1.0000
36.0900,282.8204,0.0041,0.0041,1.0000
36.1000,282.7440,0.0041,0.0041,1.0000
36.1100,282.6676,0.0041,0.0041,1.0000
36.1200,282.5913,0.0041,0.0041,1.0000
36.1300,282.5150,0.0041,0.0041,1.0000
36.1400,282.4387,0.0041,0.0041,1.0000
36.1500,282.3625,0.0041,0.0041,1.0000
36.1600,282.2863,0.0041,0.0041,1.0000
36.1700,282.2102,0.0041,0.0041,1.0000
36.1800,282.1341,0.0041,0.0041,1.0000
36.1900,282.0581,0.0041,0.0041,1.0000
36.2000,281.9821,0.0041,0.0041,1.0000
36.2100,281.9061,0.0041,0.0041,1.0000
36.2200,281.8302,0.0041,0.0041,1.0000
36.2300,281.7543,0.0041,0.0041,1.0000
36.2400,281.6784,0.0041,0.0041,1.0000
36.2500,281.6026,0.0041,0.0041,1.0000
36.2600,281.5269,0.0041,0.0041,1.0000
36.2700,281.4511,0.0041,0.0041,1.0000
36.2800,281.3754,0.0041,0.0041,1.0000
36.2900,281.2998,0.0041,0.0041,1.0000
36.3000,281.2242,0.0041,0.0041,1.0000
36.3100,281.1486,0.0041,0.0041,1.0000
36.3200,281.0731,0.0041,0.0041,1.0000
36.3300,280.9976,0.0041,0.0041,1.0000
36.3400,280.9222,0.0041,0.0041,1.0000
36.3500,280.8468,0.0041,0.0041,1.0000
36.3600,280.7714,0.0041,0.0041,1.0000
36.3700,280.6961,0.0041,0.0041,1.0000
36.3800,280.6208,0.0041,0.0041,1.0000
36.3900,280.5456,0.0041,0.0041,1.0000
36.4000,280.4704,0.0041,0.0041,1.0000
36.4100,280.3953,0.0041,0.0041,1.0000
36.4200,280.3201,0.0041,0.0041,1.0000
36.4300,280.2451,0.0041,0.0041,1.0000
36.4400,280.1700,0.0041,0.0041,1.0000
36.4500,280.0950,0.0041,0.0041,1.0000
36.4600,280.0201,0.0041,0.0041,1.0000
36.4700,279.9452,0.0041,0.0041,1.0000
36.4800,279.8703,0.0041,0.0041,1.0000
36.4900,279.7954,0.0041,0.0041,1.0000
36.5000,279.7207,0.0041,0.0041,1.0000
36.5100,279.6459,0.0041,0.0041,1.0000
36.5200,279.5712,0.0041,0.0041,1.0000
36.5300,279.4965,0.0041,0.0041,1.0000
36.5400,279.4219,0.0041,0.0041,1.0000
36.5500,279.3473,0.0041,0.0041,1.0000
36.5600,279.2727,0.0041,0.0041,1.0000
36.5700,279.1982,0.0041,0.0041,1.0000
36.5800,279.1237,0.0041,0.0041,1.0000
36.5900,279.0493,0.0041,0.0041,1.0000
36.6000,278.9749,0.0041,0.0041,1.0000
36.6100,278.9005,0.0041,0.0041,1.0000
36.6200,278.8262,0.0041,0.0041,1.0000
36.6300,278.7519,0.0041,0.0041,1.0000
36.6400,278.6777,0.0041,0.0041,1.0000
36.6500,278.6035,0.0041,0.0041,1.0000
36.6600,278.5293,0.0041,0.0041,1.0000
36.6700,278.4552,0.0041,0.0041,1.0000
36.6800,278.3811,0.0041,0.0041,1.0000
36.6900,278.3071,0.0041,0.0041,1.0000
36.7000,278.2331,0.0041,0.0041,1.0000
36.7100,278.1591,0.0041,0.0041,1.0000
36.7200,278.0852,0.0041,0.0041,1.0000
36.7300,278.0113,0.0041,0.0041,1.0000
36.7400,277.9375,0.0041,0.0041,1.0000
36.7500,277.8637,0.0041,0.0041,1.0000
36.7600,277.7899,0.0041,0.0041,1.0000
36.7700,277.7162,0.0041,0.0041,1.0000
36.7800,277.6425,0.0041,0.0041,1.0000
36.7900,277.5688,0.0041,0.0041,1.0000
36.8000,277.4952,0.0041,0.0041,1.0000
36.8100,277.4217,0.0041,0.0041,1.0000
36.8200,277.3481,0.0041,0.0041,1.0000
36.8300,277.2746,0.0041,0.0041,1.0000
36.8400,277.2012,0.0041,0.0041,1.0000
36.8500,277.1278,0.0041,0.0041,1.0000
36.8600,277.0544,0.0041,0.0041,1.0000
36.8700,276.9810,0.0041,0.0041,1.0000
36.8800,276.9077,0.0041,0.0041,1.0000
36.8900,276.8345,0.0041,0.0041,1.0000
36.9000,276.7613,0.0041,0.0041,1.0000
36.9100,276.6881,0.0041,0.0041,1.0000
36.9200,276.6149,0.0041,0.0041,1.0000
36.9300,276.5418,0.0041,0.0041,1.0000
36.9400,276.4688,0.0041,0.0041,1.0000
36.9500,276.3957,0.0041,0.0041,1.0000
36.9600,276.3228,0.0041,0.0041,1.0000
36.9700,276.2498,0.0041,0.0041,1.0000
36.9800,276.1769,0.0041,0.0041,1.0000
36.9900,276.1040,0.0040,0.0040,1.0000
37.0000,276.0312,0.0040,0.0040,1.0000
37.0100,275.9584,0.0040,0.0040,1.0000
37.0200,275.8856,0.0040,0.0040,1.0000
37.0300,275.8129,0.0040,0.0040,1.0000
37.0400,275.7402,0.0040,0.0040,1.0000
37.0500,275.6676,0.0040,0.0040,1.0000
37.0600,275.5950,0.0040,0.0040,1.0000
37.0700,275.5224,0.0040,0.0040,1.0000
37.0800,275.4499,0.0040,0.0040,1.0000
37.0900,275.3774,0.0040,0.0040,1.0000
37.1000,275.3049,0.0040,0.0040,1.0000
37.1100,275.2325,0.0040,0.0040,1.0000
37.1200,275.1601,0.0040,0.0040,1.0000
37.1300,275.0878,0.0040,0.0040,1.0000
37.1400,275.0155,0.0040,0.0040,1.0000
37.1500,274.9432,0.0040,0.0040,1.0000
37.1600,274.8710,0.0040,0.0040,1.0000
37.1700,274.7988,0.0040,0.0040,1.0000
37.1800,274.7267,0.0040,0.0040,1.0000
37.1900,274.6546,0.0040,0.0040,1.0000
37.2000,274.5825,0.0040,0.0040,1.0000
37.2100,274.5105,0.0040,0.0040,1.0000
37.2200,274.4385,0.0040,0.0040,1.0000
37.2300,274.3665,0.0040,0.0040,1.0000
37.2400,274.2946,0.0040,0.0040,1.0000
37.2500,274.2227,0.0040,0.0040,1.0000
37.2600,274.1509,0.0040,0.0040,1.0000
37.2700,274.0790,0.0040,0.0040,1.0000
37.2800,274.0073,0.0040,0.0040,1.0000
37.2900,273.9355,0.0040,0.0040,1.0000
37.3000,273.8638,0.0040,0.0040,1.0000
37.3100,273.7922,0.0040,0.0040,1.0000
37.3200,273.7206,0.0040,0.0040,1.0000
37.3300,273.6490,0.0040,0.0040,1.0000
37.3400,273.5774,0.0040,0.0040,1.0000
37.3500,273.5059,0.0040,0.0040,1.0000
37.3600,273.4345,0.0040,0.0040,1.0000
37.3700,273.3630,0.0040,0.0040,1.0000
37.3800,273.2916,0.0040,0.0040,1.0000
37.3900,273.2203,0.0040,0.0040,1.0000
37.4000,273.1489,0.0040,0.0040,1.0000
37.4100,273.0777,0.0040,0.0040,1.0000
37.4200,273.0064,0.0040,0.0040,1.0000
37.4300,272.9352,0.0040,0.0040,1.0000
37.4400,272.8640,0.0040,0.0040,1.0000
37.4500,272.7929,0.0040,0.0040,1.0000
37.4600,272.7218,0.0040,0.0040,1.0000
37.4700,272.6507,0.0040,0.0040,1.0000
37.4800,272.5797,0.0040,0.0040,1.0000
37.4900,272.5087,0.0040,0.0040,1.0000
37.5000,272.4378,0.0040,0.0040,1.0000
37.5100,272.3669,0.0040,0.0040,1.0000
37.5200,272.2960,0.0040,0.0040,1.0000
37.5300,272.2251,0.0040,0.0040,1.0000
37.5400,272.1543,0.0040,0.0040,1.0000
37.5500,272.0836,0.0040,0.0040,1.0000
37.5600,272.0128,0.0040,0.0040,1.0000
37.5700,271.9421,0.0040,0.0040,1.0000
37.5800,271.8715,0.0040,0.0040,1.0000
37.5900,271.8009,0.0040,0.0040,1.0000
37.6000,271.7303,0.0040,0.0040,1.0000
37.6100,271.6597,0.0040,0.0040,1.0000
37.6200,271.5892,0.0040,0.0040,1.0000
37.6300,271.5187,0.0040,0.0040,1.0000
37.6400,271.4483,0.0040,0.0040,1.0000
37.6500,271.3779,0.0040,0.0040,1.0000
37.6600,271.3075,0.0040,0.0040,1.0000
37.6700,271.2372,0.0040,0.0040,1.0000
37.6800,271.1669,0.0040,0.0040,1.0000
37.6900,271.0967,0.0040,0.0040,1.0000
37.7000,271.0265,0.0040,0.0040,1.0000
37.7100,270.9563,0.0040,0.0040,1.0000
37.7200,270.8861,0.0040,0.0040,1.0000
37.7300,270.8160,0.0040,0.0040,1.0000
37.7400,270.7459,0.0040,0.0040,1.0000
37.7500,270.6759,0.0040,0.0040,1.0000
37.7600,270.6059,0.0040,0.0040,1.0000
37.7700,270.5359,0.0040,0.0040,1.0000
37.7800,270.4660,0.0040,0.0040,1.0000
37.7900,270.3961,0.0040,0.0040,1.0000
37.8000,270.3263,0.0040,0.0040,1.0000
37.8100,270.2565,0.0040,0.0040,1.0000
37.8200,270.1867,0.0040,0.0040,1.0000
37.8300,270.1169,0.0040,0.0040,1.0000
37.8400,270.0472,0.0040,0.0040,1.0000
37.8500,269.9775,0.0040,0.0040,1.0000
37.8600,269.9079,0.0040,0.0040,1.0000
37.8700,269.8383,0.0040,0.0040,1.0000
37.8800,269.7687,0.0040,0.0040,1.0000
37.8900,269.6992,0.0040,0.0040,1.0000
37.9000,269.6297,0.0040,0.0040,1.0000
37.9100,269.5602,0.0040,0.0040,1.0000
37.9200,269.4908,0.0040,0.0040,1.0000
37.9300,269.4214,0.0040,0.0040,1.0000
37.9400,269.3521,0.0040,0.0040,1.0000
37.9500,269.2828,0.0039,0.0039,1.0000
37.9600,269.2135,0.0039,0.0039,1.0000
37.9700,269.1442,0.0039,0.0039,1.0000
37.9800,269.0750,0.0039,0.0039,1.0000
37.9900,269.0058,0.0039,0.0039,1.0000
38.0000,268.9367,0.0039,0.0039,1.0000
38.0100,268.8676,0.0039,0.0039,1.0000
38.0200,268.7985,0.0039,0.0039,1.0000
38.0300,268.7295,0.0039,0.0039,1.0000
38.0400,268.6605,0.0039,0.0039,1.0000
38.0500,268.5915,0.0039,0.0039,1.0000
38.0600,268.5226,0.0039,0.0039,1.0000
38.0700,268.4537,0.0039,0.0039,1.0000
38.0800,268.3849,0.0039,0.0039,1.0000
38.0900,268.3160,0.0039,0.0039,1.0000
38.1000,268.2473,0.0039,0.0039,1.0000
38.1100,268.1785,0.0039,0.0039,1.0000
38.1200,268.1098,0.0039,0.0039,1.0000
38.1300,268.0411,0.0039,0.0039,1.0000
38.1400,267.9725,0.0039,0.0039,1.0000
38.1500,267.9039,0.0039,0.0039,1.0000
38.1600,267.8353,0.0039,0.0039,1.0000
38.1700,267.7668,0.0039,0.0039,1.0000
38.1800,267.6982,0.0039,0.0039,1.0000
38.1900,267.6298,0.0039,0.0039,1.0000
38.2000,267.5613,0.0039,0.0039,1.0000
38.2100,267.4929,0.0039,0.0039,1.0000
38.2200,267.4246,0.0039,0.0039,1.0000
38.2300,267.3563,0.0039,0.0039,1.0000
38.2400,267.2880,0.0039,0.0039,1.0000
38.2500,267.2197,0.0039,0.0039,1.0000
38.2600,267.1515,0.0039,0.0039,1.0000
38.2700,267.0833,0.0039,0.0039,1.0000
38.2800,267.0151,0.0039,0.0039,1.0000
38.2900,266.9470,0.0039,0.0039,1.0000
38.3000,266.8789,0.0039,0.0039,1.0000
38.3100,266.8109,0.0039,0.0039,1.0000
38.3200,266.7429,0.0039,0.0039,1.0000
38.3300,266.6749,0.0039,0.0039,1.0000
38.3400,266.6069,0.0039,0.0039,1.0000
38.3500,266.5390,0.0039,0.0039,1.0000
38.3600,266.4711,0.0039,0.0039,1.0000
38.3700,266.4033,0.0039,0.0039,1.0000
38.3800,266.3355,0.0039,0.0039,1.0000
38.3900,266.2677,0.0039,0.0039,1.0000
38.4000,266.2000,0.0039,0.0039,1.0000
38.4100,266.1323,0.0039,0.0039,1.0000
38.4200,266.0646,0.0039,0.0039,1.0000
38.4300,265.9970,0.0039,0.0039,1.0000
38.4400,265.9294,0.0039,0.0039,1.0000
38.4500,265.8618,0.0039,0.0039,1.0000
38.4600,265.7943,0.0039,0.0039,1.0000
38.4700,265.7268,0.0039,0.0039,1.0000
38.4800,265.6593,0.0039,0.0039,1.0000
38.4900,265.5919,0.0039,0.0039,1.0000
38.5000,265.5245,0.0039,0.0039,1.0000
38.5100,265.4571,0.0039,0.0039,1.0000
38.5200,265.3898,0.0039,0.0039,1.0000
38.5300,265.3225,0.0039,0.0039,1.0000
38.5400,265.2552,0.0039,0.0039,1.0000
38.5500,265.1880,0.0039,0.0039,1.0000
38.5600,265.1208,0.0039,0.0039,1.0000
38.5700,265.0537,0.0039,0.0039,1.0000
38.5800,264.9865,0.0039,0.0039,1.0000
38.5900,264.9195,0.0039,0.0039,1.0000
38.6000,264.8524,0.0039,0.0039,1.0000
38.6100,264.7854,0.0039,0.0039,1.0000
38.6200,264.7184,0.0039,0.0039,1.0000
38.6300,264.6514,0.0039,0.0039,1.0000
38.6400,264.5845,0.0039,0.0039,1.0000
38.6500,264.5176,0.0039,0.0039,1.0000
38.6600,264.4508,0.0039,0.0039,1.0000
38.6700,264.3840,0.0039,0.0039,1.0000
38.6800,264.3172,0.0039,0.0039,1.0000
38.6900,264.2504,0.0039,0.0039,1.0000
38.7000,264.1837,0.0039,0.0039,1.0000
38.7100,264.1170,0.0039,0.0039,1.0000
38.7200,264.0504,0.0039,0.0039,1.0000
38.7300,263.9838,0.0039,0.0039,1.0000
38.7400,263.9172,0.0039,0.0039,1.0000
38.7500,263.8506,0.0039,0.0039,1.0000
38.7600,263.7841,0.0039,0.0039,1.0000
38.7700,263.7176,0.0039,0.0039,1.0000
38.7800,263.6512,0.0039,0.0039,1.0000
38.7900,263.5848,0.0039,0.0039,1.0000
38.8000,263.5184,0.0039,0.0039,1.0000
38.8100,263.4520,0.0039,0.0039,1.0000
38.8200,263.3857,0.0039,0.0039,1.0000
38.8300,263.3195,0.0039,0.0039,1.0000
38.8400,263.2532,0.0039,0.0039,1.0000
38.8500,263.1870,0.0039,0.0039,1.0000
38.8600,263.1208,0.0039,0.0039,1.0000
38.8700,263.0547,0.0039,0.0039,1.0000
38.8800,262.9885,0.0039,0.0039,1.0000
38.8900,262.9225,0.0039,0.0039,1.0000
38.9000,262.8564,0.0039,0.0039,1.0000
38.9100,262.7904,0.0039,0.0039,1.0000
38.9200,262.7244,0.0039,0.0039,1.0000
38.9300,262.6585,0.0039,0.0039,1.0000
38.9400,262.5926,0.0039,0.0039,1.0000
38.9500,262.5267,0.0039,0.0039,1.0000
38.9600,262.4608,0.0038,0.0038,1.0000
38.9700,262.3950,0.0038,0.0038,1.0000
38.9800,262.3292,0.0038,0.0038,1.0000
38.9900,262.2635,0.0038,0.0038,1.0000
39.0000,262.1978,0.0038,0.0038,1.0000
39.0100,262.1321,0.0038,0.0038,1.0000
39.0200,262.0664,0.0038,0.0038,1.0000
39.0300,262.0008,0.0038,0.0038,1.0000
39.0400,261.9352,0.0038,0.0038,1.0000
39.0500,261.8697,0.0038,0.0038,1.0000
39.0600,261.8041,0.0038,0.0038,1.0000
39.0700,261.7387,0.0038,0.0038,1.0000
39.0800,261.6732,0.0038,0.0038,1.0000
39.0900,261.6078,0.0038,0.0038,1.0000
39.1000,261.5424,0.0038,0.0038,1.0000
39.1100,261.4770,0.0038,0.0038,1.0000
39.1200,261.4117,0.0038,0.0038,1.0000
39.1300,261.3464,0.0038,0.0038,1.0000
39.1400,261.2812,0.0038,0.0038,1.0000
39.1500,261.2159,0.0038,0.0038,1.0000
39.1600,261.1507,0.0038,0.0038,1.0000
39.1700,261.0856,0.0038,0.0038,1.0000
39.1800,261.0205,0.0038,0.0038,1.0000
39.1900,260.9554,0.0038,0.0038,1.0000
39.2000,260.8903,0.0038,0.0038,1.0000
39.2100,260.8253,0.0038,0.0038,1.0000
39.2200,260.7603,0.0038,0.0038,1.0000
39.2300,260.6953,0.0038,0.0038,1.0000
39.2400,260.6304,0.0038,0.0038,1.0000
39.2500,260.5655,0.0038,0.0038,1.0000
39.2600,260.5006,0.0038,0.0038,1.0000
39.2700,260.4358,0.0038,0.0038,1.0000
39.2800,260.3710,0.0038,0.0038,1.0000
39.2900,260.3062,0.0038,0.0038,1.0000
39.3000,260.2414,0.0038,0.0038,1.0000
39.3100,260.1767,0.0038,0.0038,1.0000
39.3200,260.1121,0.0038,0.0038,1.0000
39.3300,260.0474,0.0038,0.0038,1.0000
39.3400,259.9828,0.0038,0.0038,1.0000
39.3500,259.9182,0.0038,0.0038,1.0000
39.3600,259.8537,0.0038,0.0038,1.0000
39.3700,259.7892,0.0038,0.0038,1.0000
39.3800,259.7247,0.0038,0.0038,1.0000
39.3900,259.6602,0.0038,0.0038,1.0000
39.4000,259.5958,0.0038,0.0038,1.0000
39.4100,259.5314,0.0038,0.0038,1.0000
39.4200,259.4671,0.0038,0.0038,1.0000
39.4300,259.4027,0.0038,0.0038,1.0000
39.4400,259.3384,0.0038,0.0038,1.0000
39.4500,259.2742,0.0038,0.0038,1.0000
39.4600,259.2100,0.0038,0.0038,1.0000
39.4700,259.1458,0.0038,0.0038,1.0000
39.4800,259.0816,0.0038,0.0038,1.0000
39.4900,259.0175,0.0038,0.0038,1.0000
39.5000,258.9534,0.0038,0.0038,1.0000
39.5100,258.8893,0.0038,0.0038,1.0000
39.5200,258.8253,0.0038,0.0038,1.0000
39.5300,258.7613,0.0038,0.0038,1.0000
39.5400,258.6973,0.0038,0.0038,1.0000
39.5500,258.6333,0.0038,0.0038,1.0000
39.5600,258.5694,0.0038,0.0038,1.0000
39.5700,258.5055,0.0038,0.0038,1.0000
39.5800,258.4417,0.0038,0.0038,1.0000
39.5900,258.3779,0.0038,0.0038,1.0000
39.6000,258.3141,0.0038,0.0038,1.0000
39.6100,258.2503,0.0038,0.0038,1.0000
39.6200,258.1866,0.0038,0.0038,1.0000
39.6300,258.1229,0.0038,0.0038,1.0000
39.6400,258.0593,0.0038,0.0038,1.0000
39.6500,257.9956,0.0038,0.0038,1.0000
39.6600,257.9320,0.0038,0.0038,1.0000
39.6700,257.8685,0.0038,0.0038,1.0000
39.6800,257.8050,0.0038,0.0038,1.0000
39.6900,257.7414,0.0038,0.0038,1.0000
39.7000,257.6780,0.0038,0.0038,1.0000
39.7100,257.6145,0.0038,0.0038,1.0000
39.7200,257.5511,0.0038,0.0038,1.0000
39.7300,257.4878,0.0038,0.0038,1.0000
39.7400,257.4244,0.0038,0.0038,1.0000
39.7500,257.3611,0.0038,0.0038,1.0000
39.7600,257.2978,0.0038,0.0038,1.0000
39.7700,257.2346,0.0038,0.0038,1.0000
39.7800,257.1713,0.0038,0.0038,1.0000
39.7900,257.1081,0.0038,0.0038,1.0000
39.8000,257.0450,0.0038,0.0038,1.0000
39.8100,256.9819,0.0038,0.0038,1.0000
39.8200,256.9188,0.0038,0.0038,1.0000
39.8300,256.8557,0.0038,0.0038,1.0000
39.8400,256.7927,0.0038,0.0038,1.0000
39.8500,256.7296,0.0038,0.0038,1.0000
39.8600,256.6667,0.0038,0.0038,1.0000
39.8700,256.6037,0.0038,0.0038,1.0000
39.8800,256.5408,0.0038,0.0038,1.0000
39.8900,256.4779,0.0038,0.0038,1.0000
39.9000,256.4151,0.0038,0.0038,1.0000
39.9100,256.3523,0.0038,0.0038,1.0000
39.9200,256.2895,0.0038,0.0038,1.0000
39.9300,256.2267,0.0038,0.0038,1.0000
39.9400,256.1640,0.0038,0.0038,1.0000
39.9500,256.1013,0.0038,0.0038,1.0000
39.9600,256.0386,0.0038,0.0038,1.0000
39.9700,255.9760,0.0038,0.0038,1.0000
39.9800,255.9134,0.0038,0.0038,1.0000
39.9900,255.8508,0.0038,0.0038,1.0000
40.0000,255.7883,0.0038,0.0038,1.0000
40.0100,255.7258,0.0038,0.0038,1.0000
40.0200,255.6633,0.0037,0.0037,1.0000
40.0300,255.6008,0.0037,0.0037,1.0000
40.0400,255.5384,0.0037,0.0037,1.0000
40.0500,255.4760,0.0037,0.0037,1.0000
40.0600,255.4137,0.0037,0.0037,1.0000
40.0700,255.3513,0.0037,0.0037,1.0000
40.0800,255.2890,0.0037,0.0037,1.0000
40.0900,255.2268,0.0037,0.0037,1.0000
40.1000,255.1645,0.0037,0.0037,1.0000
40.1100,255.1023,0.0037,0.0037,1.0000
40.1200,255.0401,0.0037,0.0037,1.0000
40.1300,254.9780,0.0037,0.0037,1.0000
40.1400,254.9159,0.0037,0.0037,1.0000
40.1500,254.8538,0.0037,0.0037,1.0000
40.1600,254.7917,0.0037,0.0037,1.0000
40.1700,254.7297,0.0037,0.0037,1.0000
40.1800,254.6677,0.0037,0.0037,1.0000
40.1900,254.6057,0.0037,0.0037,1.0000
40.2000,254.5438,0.0037,0.0037,1.0000
40.2100,254.4819,0.0037,0.0037,1.0000
40.2200,254.4200,0.0037,0.0037,1.0000
40.2300,254.3582,0.0037,0.0037,1.0000
40.2400,254.2964,0.0037,0.0037,1.0000
40.2500,254.2346,0.0037,0.0037,1.0000
40.2600,254.1728,0.0037,0.0037,1.0000
40.2700,254.1111,0.0037,0.0037,1.0000
40.2800,254.0494,0.0037,0.0037,1.0000
40.2900,253.9877,0.0037,0.0037,1.0000
40.3000,253.9261,0.0037,0.0037,1.0000
40.3100,253.8645,0.0037,0.0037,1.0000
40.3200,253.8029,0.0037,0.0037,1.0000
40.3300,253.7414,0.0037,0.0037,1.0000
40.3400,253.6798,0.0037,0.0037,1.0000
40.3500,253.6184,0.0037,0.0037,1.0000
40.3600,253.5569,0.0037,0.0037,1.0000
40.3700,253.4955,0.0037,0.0037,1.0000
40.3800,253.4341,0.0037,0.0037,1.0000
40.3900,253.3727,0.0037,0.0037,1.0000
40.4000,253.3114,0.0037,0.0037,1.0000
40.4100,253.2501,0.0037,0.0037,1.0000
40.4200,253.1888,0.0037,0.0037,1.0000
40.4300,253.1275,0.0037,0.0037,1.0000
40.4400,253.0663,0.0037,0.0037,1.0000
40.4500,253.0051,0.0037,0.0037,1.0000
40.4600,252.9440,0.0037,0.0037,1.0000
40.4700,252.8828,0.0037,0.0037,1.0000
40.4800,252.8217,0.0037,0.0037,1.0000
40.4900,252.7607,0.0037,0.0037,1.0000
40.5000,252.6996,0.0037,0.0037,1.0000
40.5100,252.6386,0.0037,0.0037,1.0000
40.5200,252.5776,0.0037,0.0037,1.0000
40.5300,252.5167,0.0037,0.0037,1.0000
40.5400,252.4558,0.0037,0.0037,1.0000
40.5500,252.3949,0.0037,0.0037,1.0000
40.5600,252.3340,0.0037,0.0037,1.0000
40.5700,252.2732,0.0037,0.0037,1.0000
40.5800,252.2123,0.0037,0.0037,1.0000
40.5900,252.1516,0.0037,0.0037,1.0000
40.6000,252.0908,0.0037,0.0037,1.0000
40.6100,252.0301,0.0037,0.0037,1.0000
40.6200,251.9694,0.0037,0.0037,1.0000
40.6300,251.9088,0.0037,0.0037,1.0000
40.6400,251.8481,0.0037,0.0037,1.0000
40.6500,251.7875,0.0037,0.0037,1.0000
40.6600,251.7269,0.0037,0.0037,1.0000
40.6700,251.6664,0.0037,0.0037,1.0000
40.6800,251.6059,0.0037,0.0037,1.0000
40.6900,251.5454,0.0037,0.0037,1.0000
40.7000,251.4849,0.0037,0.0037,1.0000
40.7100,251.4245,0.0037,0.0037,1.0000
40.7200,251.3641,0.0037,0.0037,1.0000
40.7300,251.3038,0.0037,0.0037,1.0000
40.7400,251.2434,0.0037,0.0037,1.0000
40.7500,251.1831,0.0037,0.0037,1.0000
40.7600,251.1228,0.0037,0.0037,1.0000
40.7700,251.0626,0.0037,0.0037,1.0000
40.7800,251.0023,0.0037,0.0037,1.0000
40.7900,250.9421,0.0037,0.0037,1.0000
40.8000,250.8820,0.0037,0.0037,1.0000
40.8100,250.8218,0.0037,0.0037,1.0000
40.8200,250.7617,0.0037,0.0037,1.0000
40.8300,250.7017,0.0037,0.0037,1.0000
40.8400,250.6416,0.0037,0.0037,1.0000
40.8500,250.5816,0.0037,0.0037,1.0000
40.8600,250.5216,0.0037,0.0037,1.0000
40.8700,250.4616,0.0037,0.0037,1.0000
40.8800,250.4017,0.0037,0.0037,1.0000
40.8900,250.3418,0.0037,0.0037,1.0000
40.9000,250.2819,0.0037,0.0037,1.0000
40.9100,250.2220,0.0037,0.0037,1.0000
40.9200,250.1622,0.0037,0.0037,1.0000
40.9300,250.1024,0.0037,0.0037,1.0000
40.9400,250.0427,0.0037,0.0037,1.0000
40.9500,249.9829,0.0037,0.0037,1.0000
40.9600,249.9232,0.0037,0.0037,1.0000
40.9700,249.8635,0.0037,0.0037,1.0000
40.9800,249.8039,0.0037,0.0037,1.0000
40.9900,249.7443,0.0037,0.0037,1.0000
41.0000,249.6847,0.0037,0.0037,1.0000
41.0100,249.6251,0.0037,0.0037,1.0000
41.0200,249.5656,0.0037,0.0037,1.0000
41.0300,249.5061,0.0037,0.0037,1.0000
41.0400,249.4466,0.0037,0.0037,1.0000
41.0500,249.3871,0.0037,0.0037,1.0000
41.0600,249.3277,0.0037,0.0037,1.0000
41.0700,249.2683,0.0037,0.0037,1.0000
41.0800,249.2089,0.0037,0.0037,1.0000
41.0900,249.1496,0.0037,0.0037,1.0000
41.1000,249.0903,0.0037,0.0037,1.0000
41.1100,249.0310,0.0037,0.0037,1.0000
41.1200,248.9718,0.0037,0.0037,1.0000
41.1300,248.9125,0.0037,0.0037,1.0000
41.1400,248.8533,0.0036,0.0036,1.0000
41.1500,248.7942,0.0036,0.0036,1.0000
41.1600,248.7350,0.0036,0.0036,1.0000
41.1700,248.6759,0.0036,0.0036,1.0000
41.1800,248.6168,0.0036,0.0036,1.0000
41.1900,248.5578,0.0036,0.0036,1.0000
41.2000,248.4987,0.0036,0.0036,1.0000
41.2100,248.4397,0.0036,0.0036,1.0000
41.2200,248.3808,0.0036,0.0036,1.0000
41.2300,248.3218,0.0036,0.0036,1.0000
41.2400,248.2629,0.0036,0.0036,1.0000
41.2500,248.2040,0.0036,0.0036,1.0000
41.2600,248.1452,0.0036,0.0036,1.0000
41.2700,248.0863,0.0036,0.0036,1.0000
41.2800,248.0275,0.0036,0.0036,1.0000
41.2900,247.9687,0.0036,0.0036,1.0000
41.3000,247.9100,0.0036,0.0036,1.0000
41.3100,247.8513,0.0036,0.0036,1.0000
41.3200,247.7926,0.0036,0.0036,1.0000
41.3300,247.7339,0.0036,0.0036,1.0000
41.3400,247.6753,0.0036,0.0036,1.0000
41.3500,247.6167,0.0036,0.0036,1.0000
41.3600,247.5581,0.0036,0.0036,1.0000
41.3700,247.4995,0.0036,0.0036,1.0000
41.3800,247.4410,0.0036,0.0036,1.0000
41.3900,247.3825,0.0036,0.0036,1.0000
41.4000,247.3240,0.0036,0.0036,1.0000
41.4100,247.2656,0.0036,0.0036,1.0000
41.4200,247.2072,0.0036,0.0036,1.0000
41.4300,247.1488,0.0036,0.0036,1.0000
41.4400,247.0904,0.0036,0.0036,1.0000
41.4500,247.0321,0.0036,0.0036,1.0000
41.4600,246.9738,0.0036,0.0036,1.0000
41.4700,246.9155,0.0036,0.0036,1.0000
41.4800,246.8572,0.0036,0.0036,1.0000
41.4900,246.7990,0.0036,0.0036,1.0000
41.5000,246.7408,0.0036,0.0036,1.0000
41.5100,246.6826,0.0036,0.0036,1.0000
41.5200,246.6245,0.0036,0.0036,1.0000
41.5300,246.5664,0.0036,0.0036,1.0000
41.5400,246.5083,0.0036,0.0036,1.0000
41.5500,246.4502,0.0036,0.0036,1.0000
41.5600,246.3922,0.0036,0.0036,1.0000
41.5700,246.3342,0.0036,0.0036,1.0000
41.5800,246.2762,0.0036,0.0036,1.0000
